date,headline
2021-05-21,"They recovered from Covid, only to die of 'black fungus.' What we know about the disease sweeping India"
2021-05-21,White House partners with dating apps to encourage Covid vaccinations
2021-05-21,Covid vaccine profits mint 9 new pharma billionaires
2021-05-21,OECD chief on pandemic recovery in developing nations
2021-05-21,"As it fights a pandemic, CDC wages a second battle to win back trust"
2021-05-21,"The cost of 'noise,' from Covid to the courts"
2021-05-21,One of the largest post-pandemic food festivals takes place this weekend
2021-05-21,These Asian American health care workers are fighting two viruses: Covid and hate
2021-05-21,Argentina is in a Covid crisis. See inside an ICU
2021-05-20,New York Yankees' breakthrough infections demonstrate the Covid-19 vaccine works. Here's why
2021-05-21,"5 things to know for May 21: Mideast ceasefire, Covid, Congress, Myanmar, South Korea"
2021-05-20,"In 19 US states, at least half of adults are fully vaccinated against Covid-19"
2021-05-21,Get a Covid-19 vaccine in this town and you could win a live cow
2021-05-20,New York and Maryland follow Ohio in creating Covid vaccine lottery
2021-05-19,May 20 coronavirus news
2021-05-20,US military sees 55% jump in Covid-19 vaccinations over last month
2021-05-20,New York lifts Covid restrictions
2021-05-19,"Uneven vaccination rates across the US linked to Covid-19 case trends, worry experts"
2021-05-19,"5 things to know for May 19: Coronavirus, Capitol riot, policing, Gaza, Spain"
2021-05-19,African countries have struggled to secure enough Covid-19 vaccines. So why are thousands of doses going to waste?
2021-05-19,Is pandemic purgatory worse than a lockdown? Here's how to end your languishing
2021-05-19,"With 100M inoculations in just 9 days, a fresh batch of Covid cases finally helped China combat vaccine hesitancy"
2021-05-19,IOC chief says Olympics will be held safely despite Japan's Covid surge
2021-05-18,"About 60% of American adults have had at least one dose of Covid-19 vaccine, including more people of color"
2021-05-19,"Trial of Robert Durst, subject of the crime documentary 'The Jinx,' restarts after pause for coronavirus"
2021-05-18,"Slow uptake of Covid-19 vaccine in rural areas could hinder the end of the pandemic, CDC says"
2021-05-19,Canada expected to pass US on first dose Covid vaccinations as demand declines among Americans
2021-05-17,May 18 coronavirus news
2021-05-18,"Covid-19 vaccine acceptance rates lower among Black US military service members, military study finds"
2021-05-18,Nevada GOP candidate for governor who hadn't been vaccinated tests positive for coronavirus
2021-05-18,Anti-Olympics protests in Tokyo as Covid-19 outbreak worsens in Japan
2021-05-14,"Most states require parental consent for Covid-19 shots for ages 12 to 15, but not all. Here's the list."
2021-05-18,"After death of Covid-denying president, Tanzania sets roadmap to combat the virus"
2021-05-18,India lashed by strongest cyclone to ever hit west coast as it reels from Covid disaster
2021-05-18,Video shows storm hitting India as battle against Covid continues
2021-05-18,"5 things to know for May 18: Coronavirus, policing, abortion, Gaza, Havana Syndrome"
2021-05-17,European leaders seized more power during the pandemic. Few have 'exit plans' to hand it back
2021-04-16,Tokyo 2020: High ranking Japanese official does not rule out cancellation of Olympics amid Covid
2021-05-16,These are the immunizers putting a personal face on a nationwide Covid-19 vaccination effort
2021-05-18,Thailand reports highest number of daily Covid deaths as virus tears through prisons
2021-05-17,'There's no way I can pay for this:' One of America's largest hospital chains has been suing thousands of patients during the pandemic
2021-05-18,Australians stranded in India claim faulty Covid tests made them miss a repatriation flight
2021-05-16,Former CDC director: Direct Covid-19 vaccines to where they're needed most
2021-05-16,US is getting better and better news on the coronavirus
2021-05-16,Hogan on covid fight: 'This really is a hopeful time'
2020-02-06,Coronavirus Outbreak Timeline Fast Facts
2021-05-16,Former aide to Rep. Doug Lamborn alleges 'reckless and dangerous' approach to Covid-19 in office
2021-05-15,India's Covid crisis shows that none of us are safe until all of us are vaccinated
2021-05-15,"University cancels $700,000 in debt for graduates affected by pandemic"
2021-04-10,Your guide to avoiding Covid-19 at church and other religious services
2021-05-15,The outlook is brighter for the US on Covid-19. It's why school life may return to almost-normal in the fall
2021-05-14,Some states and retailers usher in return to normalcy for people vaccinated against Covid-19
2021-05-13,May 14 coronavirus news
2021-05-14,CDC facing formidable challenges in convincing conservatives to get Covid-19 vaccines
2021-05-13,Blursday: How physics can shake you out of your pandemic slump
2021-05-12,CDC says it's OK to get a Covid-19 vaccine alongside other vaccines
2021-05-13,Administration to invest $7.4 billion to hire and train public health workers to respond to pandemic
2021-05-13,Kids and the Covid-19 vaccine: A pediatrician answers safety questions
2021-05-13,"5 things to know for May 13: Pipeline hack, Congress, Covid, police, Mideast violence"
2021-05-08,Japan nears a Covid-19 crisis. The Olympics could tip it over the edge
2021-05-13,Risk of dying from Covid-19 40 times the risk of rare blood clot after receiving J&J vaccine
2021-05-11,May 12 coronavirus news
2021-05-11,FDA greenlights Pfizer Covid-19 vaccine for adolescents
2021-05-12,"Mixing Covid-19 vaccines tied to more side effects, early UK data suggests"
2021-05-12,CDC recommends use of Pfizer's Covid-19 vaccine in 12-15-year-olds
2021-05-11,More GOP states drop federal pandemic unemployment benefits early
2021-05-12,FEMA's Covid funeral assistance program is up and running after a rocky start. Here's how to apply
2021-05-11,One of Italy's most idyllic islands is 'Covid-free'
2021-05-11,Covid-19 outbreak reported near Laos casino run by alleged crime boss
2021-05-11,Devastating scenes show how Covid-19 is ravaging rural India
2021-05-10,"US may be turning a corner on Covid-19. Here's when we could see cases and deaths plummet, expert says"
2021-04-26,India is spiraling deeper into Covid-19 crisis. Here's what you need to know
2021-05-10,Fauci joins calls for nationwide lockdown to contain India's Covid crisis
2021-05-10,"Rahul Vohra, Indian vlogger, dies from Covid-19 after criticizing his hospital care in final video"
2021-05-11,India's Covid-19 catastrophe could make global shortages even worse
2021-05-10,These are the states with the highest and lowest vaccination rates
2021-05-10,Italian woman accidentally given six shots of Covid-19 vaccine
2021-05-11,Pediatricians prepare to vaccinate youngest Covid-19 shot recipients yet
2021-05-06,May 10 coronavirus news
2021-05-10,"In Colombia's protests, pandemic pressures collide with an existential reckoning for police"
2021-05-10,"Novavax to seek US authorization of its Covid-19 vaccine in third quarter, CEO says"
2021-05-10,Doctors urge parents to catch kids up on other shots ahead of Covid-19 vaccine rollout
2021-05-10,Nearly 80% of people in the US live within 5 miles of all three Covid-19 vaccines
2021-05-10,There is no link between the Covid-19 vaccines and infertility. Here's why
2021-05-07,Here's what's known about the coronavirus variants
2021-04-26,"India's Covid-19 crisis, in pictures"
2021-05-10,Covid-19 testing is a financial windfall for hospitals and other providers
2021-05-10,Dracula's castle is offering free Covid-19 vaccinations to anyone brave enough to visit
2021-05-10,College suspends students seen in photo outside during Covid-19 surge
2021-05-10,The Covid pandemic is highlighting men's mental health and how they can seek help
2021-05-08,US infection rate hits 7-month low as vaccinations rise
2021-05-08,Two lions test positive for Covid-19 at Indian safari park
2021-05-08,These twins were like two peas in a pod -- except when Covid-19 struck
2021-05-06,The volunteers answering Covid SOS calls from India's sick and dying
2021-05-08,"Beyond India, a growing number of Asian countries are being ravaged by fresh coronavirus waves"
2021-05-08,"AAPI adults have the highest vaccination rate in NYC, but advocates say figure masks wide disparities"
2021-05-08,Identical twins had dramatically different Covid-19 reactions
2021-05-06,May 7 coronavirus news
2021-05-07,The US has got first-world Covid problems
2021-05-07,Bodies of Covid-19 victims are still stored in refrigerated trucks in NYC
2021-05-07,CDC website now emphasizes coronavirus spreads in the air
2021-05-06,"A Philadelphia physician raised $500,000 and is sending oxygen tanks to help India battle its Covid crisis"
2021-05-07,Colombia's failing Covid economy leads to protests
2021-04-27,The coronavirus is ravaging India. Here's how you can help
2021-05-07,"Nearly one in three health care workers wanted to quit due to stress of the pandemic, poll finds"
2021-05-07,America's Covid vaccine hesitation is an insult to countries in need
2021-04-29,More than 100 US colleges and universities are now requiring students to get Covid-19 vaccinations
2021-05-07,Covid-19 outbreak at US diplomatic mission in India worsens as State Department allows some employees to depart
2021-05-07,Meet the man who fights to find oxygen for Delhi's Covid patients
2021-05-07,Covid deaths may be double what we thought
2021-05-06,"Indonesia airport scammers reused Covid nasal swab tests on passengers, police say"
2021-05-06,"5 things to know for May 6: Coronavirus, Facebook, economic relief, China, Colombia"
2021-05-06,India's Covid crisis is being felt far beyond its borders
2021-05-06,"Nepal sees 1,200% rise in Covid-19 cases as India's crisis spills over borders"
2021-05-05,We're starting to see how the pandemic affected births in the US
2021-05-06,"In a decision on Covid-19 vaccine patents, Joe Biden chose humanity"
2021-05-04,May 5 coronavirus news
2021-05-05,"Covid vaccines can take on new coronavirus variants, studies show"
2021-05-05,"Remembering 45-year-old Navy sailor, Michael Wilson, the 25th active duty U.S. service member to die of COVID-19"
2021-05-05,The big lie. The Covid misinformation. It all comes back to Russia.
2021-05-05,'I wish I had a concrete answer.' Oregon confronts perplexing vaccine hesitancy as Covid-19 cases rise
2021-05-05,"ICE facility conditions may have contributed to spread of Covid-19, watchdog says"
2021-05-05,"CDC projects 'sharp decline' in Covid-19 cases by July, but calls variants a 'wild card'"
2021-05-05,US shifts strategy as vaccinations slow
2021-05-05,IPL: Australian cricketers scramble to leave India amid Covid-19 crisis
2021-05-04,"'It's like having a concussion,' says Boston Celtics' Evan Fournier of lingering Covid-19 side effects"
2021-05-04,Why we 'may not get to zero' on Covid
2021-05-04,"5 things to know for May 4: Covid, immigration, US military, opioids, South China Sea"
